"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"431397",0.0994,0.5837,0.4656,0.0826,0.6027,0.3721,0.5889,0.194,0.965,0.6531,0.1718,0.4402,0.2744,0.0518,0.2558,0.3154,0.5653,0.1344,0.1292,0.2502,0.5558,0.1147,0.075,0.8504,1.1146,0.9378,0.3202,1.2214,0.6746,0.8603,0.9371,0.9686,1.6788,1.5649,0.6838,0.6069,1.1138,1.2026,0.4177,0.5575,0.6252,0.5445,0.2941,1.0224,0.5557,0.0843,0.2853,0.1183,0.5284,0.4458,1.3539,0.2915,0.7988,0.2756,0.7717,0.3367,1.6237,1.2261,0.8981,0.741,0.7975,0.4982,0.7367,0.5004
"195751",0.8073,0.3956,0.4427,0.3781,0.6621,0.5503,0.3122,0.4067,0.4705,0.2853,0.3657,0.2162,0.1437,0.5436,3.8944,0.889,0.3135,0.3334,0.3125,1.3216,0.3771,0.4618,0.336,0.3189,0.3536,0.4187,0.3268,0.4213,0.3753,0.3498,0.3909,0.2615,0.3417,0.4984,0.2373,0.3934,0.2332,0.2895,0.4312,0.4633,0.2585,0.3463,0.395,0.1019,0.3213,0.1795,0.2897,0.5087,0.5352,0.3471,0.2629,0.3282,0.3426,0.2402,0.2718,0.4683,0.0116,0.209,0.1465,0.3434,0.2231,0.2248,0.0743,0.2593
"172751",1.4112,0.7553,1.3975,2.8544,0.7117,0.9695,0.5057,0.4178,0.4119,0.391,0.3971,1.1212,0.3753,1.3556,1.0836,1.9149,1.6747,0.8063,0.7401,0.4012,1.9691,0.6196,0.5779,0.3233,0.135,0.5996,0.4985,0.2181,0.3792,0.9049,0.2237,0.6565,0.4356,0.8675,0.2356,0.5471,0.2496,0.4468,0.4802,0.3645,0.2827,0.2391,0.4386,0.1469,0.2777,0.1925,1.0055,0.1981,0.3342,0.2112,0.3866,0.161,0.9718,0.697,1.0213,0.8875,0.1475,0.2057,0.2373,0.3545,0.312,0.7347,1.3277,0.3063
"379708",3.8247,6.035,5.1584,0.6926,4.2783,5.812,5.9673,6.6194,7.9916,3.4522,7.8984,10.922,10.953,2.0224,1.8474,2.2041,3.0183,2.8934,3.0308,1.5784,3.0948,2.3546,2.2963,1.171,1.2225,1.0141,0.3185,0.462,1.3912,1.3851,1.0508,1.6362,0.7002,0.597,1.6048,1.6392,0.9532,3.8191,1.1116,0.6232,1.1876,0.6494,1.4071,1.71,4.1014,1.8669,1.8257,2.6287,1.6582,1.0958,0.6773,1.4254,1.6215,3.2397,3.4418,2.3317,5.589,1.2172,1.5098,1.7391,1.4826,0.8297,3.2657,1.137
"448386",0.1412,0.1137,0.1803,0.242,0.1397,0.0979,0.2143,0.2229,0.1219,0.3047,0.0863,0.1213,0.0808,0.0775,0.4362,0.2623,0.2456,0.1584,0.1463,0.136,0.13,0.1678,0.079,0.3016,0.2823,0.2991,0.2792,0.2336,0.4767,0.3167,0.463,0.6272,0.7871,0.489,0.5659,0.4593,0.6748,0.4833,0.5111,1.7141,0.8947,0.9889,0.1843,0.1491,0.3819,0.1756,0.2108,0.3371,0.5286,0.9615,1.0196,0.3905,0.2843,0.3104,0.3376,0.4058,0.0947,0.2628,0.2591,0.3589,0.2558,0.1265,0.0982,0.4545
"878798",3.7397,6.5933,5.4433,6.0265,4.5324,3.4806,3.6005,6.9618,7.6542,8.4492,8.2133,5.4567,7.0862,4.6554,4.8629,1.4896,2.8238,1.624,1.5316,5.7803,1.3855,2.1267,1.2702,4.8894,4.5263,0.9825,3.8655,3.6988,6.2041,4.103,4.5768,1.6271,2.1083,2.9243,1.1206,1.7141,3.4596,0.62,1.3178,2.6043,1.3749,1.7557,2.0804,1.0032,0.8382,0.6008,2.8077,2.2565,0.7221,2.2249,0.6225,3.8808,2.2385,3.6251,3.2032,1.5942,3.4995,2.3956,2.0774,1.8815,4.1095,1.6158,1.4046,1.2804
"768644",0.547,0.661,1.5225,0.9455,0.9178,1.0681,0.8504,1.5618,0.8182,0.3305,0.4089,0.7374,0.8479,0.6016,0.2,0.8095,1.3211,1.5293,1.4696,0.3447,0.748,0.6539,0.2384,0.2102,0.232,0.206,0.3226,0.239,0.3164,0.2503,0.2594,0.4902,0.3141,0.4241,0.3495,0.1706,0.3419,0.2908,0.2541,0.0832,0.8702,0.7477,0.0989,1.2221,0.4085,0.1697,0.7222,0.3469,0.6831,0.2985,0.3278,0.432,0.4977,0.2642,0.4241,1.1658,0.6549,0.5372,0.407,0.4094,0.5905,0.789,0.3662,0.1679
"32493",0.3908,0.268,0.59,0.4387,0.4722,0.2639,0.587,0.381,0.2861,1.5383,0.3551,0.202,0.3395,0.1524,0.0816,0.0594,0.4015,0.2203,0.2088,0.3085,0.1498,0.0896,0.1147,0.6066,0.109,2.2634,0.2161,0.2484,0.1553,0.2501,0.1952,0.1307,2.0848,0.3388,0.0662,0.1099,2.5076,0.1435,0.0899,3.5073,0.5456,0.117,0.1748,0.7054,1.1697,0.2193,0.8149,0.2963,0.8382,0.9891,2.3,0.9838,3.2386,0.5785,1.2981,0.909,0.4142,1.0969,0.7025,0.5324,1.0277,0.9194,0.3139,0.3583
"1412412",0.1949,0.1312,0.185,0.2661,0.2433,0.1562,0.2807,0.2747,0.1793,0.2094,0.223,0.1671,0.2462,0.2042,0.0642,0.0466,0.1216,0.2208,0.2183,0.2442,0.0426,0.083,0.159,0.1873,0.1001,0.2179,0.2278,0.1822,0.166,0.2932,0.1673,0.119,0.1995,0.228,0.0925,0.104,0.2359,0.1067,0.1696,0.3515,0.1228,0.1349,0.0948,3.2659,0.3544,0.2004,0.1526,0.3024,0.4043,0.2873,0.0893,0.3253,0.1127,0.4433,0.1511,2.0399,0.2474,0.2776,0.1757,0.8789,0.5336,0.2426,0.196,0.1276
"1435862",3.9433,4.4723,2.0101,4.3301,3.3461,5.0741,6.4894,5.1036,8.0304,5.334,3.667,6.0409,2.4342,7.4097,3.7971,2.9232,2.4611,3.2889,3.3348,6.7491,2.1818,5.5589,3.1082,0.3863,1.0908,0.4791,0.4366,0.4414,0.37,0.6796,0.8575,0.923,1.2198,1.6221,0.6292,1.0418,1.782,0.9902,0.5771,0.3556,0.9176,1.3207,0.3191,2.1013,0.5175,0.5219,0.9365,1.0784,0.7037,1.1871,1.46,0.8553,1.2441,1.3231,2.0865,1.51,1.2558,0.3304,1.7112,1.5225,1.8781,0.8159,2.8437,1.3632
"357031",1.0086,1.6892,1.4857,0.4033,4.6721,5.3214,1.6668,6.3978,6.4983,1.0378,4.784,0.8436,2.9689,1.5993,2.7584,0.2891,1.0482,0.6379,0.5815,4.9124,1.0352,0.3082,0.5806,0.1795,0.199,0.2431,0.3371,0.0764,0.0549,0.0616,0.0766,0.0502,0.1972,0.1474,0.2766,0.2574,0.1799,0.2238,0.2533,0.1818,0.6022,0.4542,0.061,0.4212,0.3483,0.2837,0.2029,0.3048,0.2198,0.3012,0.0793,0.1988,0.0922,0.1404,0.188,0.1396,0.2255,0.3213,0.6009,0.4165,2.7672,0.0911,0.7826,0.328
"810504",3.6243,1.0238,1.8866,1.0713,1.9642,2.0591,3.942,2.7297,4.2109,0.5678,2.8336,2.8538,1.5169,5.1268,1.701,2.0807,0.8668,1.7941,1.77,0.9976,0.5671,0.8579,3.3512,0.3918,2.0582,0.5633,3.9782,1.0538,0.4278,1.3872,1.2522,0.5113,2.9547,1.907,0.1478,0.1871,0.7948,0.22,1.0784,0.6032,0.4778,0.4041,0.4543,0.8958,0.7118,0.4642,1.0442,0.4158,0.764,2.0877,0.76,1.2226,1.3571,2.3886,0.9705,1.3937,0.1894,0.2348,0.5804,0.8375,1.1923,1.5538,0.3169,2.1912
"811108",1.6112,1.1419,1.5997,1.5142,0.9483,1.2753,0.9493,1.0914,0.9528,0.873,1.6834,0.9634,0.9335,2.7159,0.5667,0.9153,1.1819,1.6354,1.5395,1.072,0.4171,1.1259,2.3997,0.517,0.1732,0.2736,0.5203,0.1763,0.1468,0.2213,0.1917,0.1942,0.1604,1.058,0.287,0.4676,0.3339,0.1608,0.3469,0.2931,0.2214,0.3756,0.3759,0.299,1.2585,1.238,0.946,0.7554,0.3134,0.8853,0.8725,0.9587,0.4731,0.2716,0.8226,0.2428,0.9483,0.4272,0.6744,0.4007,0.6763,0.5387,2.8704,0.2536
"178463",0.1553,0.1565,0.3221,0.0891,0.4248,0.1623,0.2847,0.2086,0.1162,0.5428,0.2264,0.1724,0.2703,0.0953,0.0551,0.0408,1.0604,0.1014,0.0903,0.1608,0.0173,0.0528,0.0476,0.4071,0.3633,0.1347,0.1023,0.1554,0.3331,0.2682,0.3355,0.6639,0.2372,0.216,0.1276,0.2476,0.131,0.5549,0.453,0.4821,0.0661,0.0701,0.1536,0.3762,0.3495,0.0572,0.1055,0.1611,0.159,0.0927,0.5858,0.0414,0.8607,0.298,1.4876,0.8763,1.6592,0.7283,1.2418,0.4918,1.0052,0.8005,0.6911,0.2981
"812196",0.2361,0.2678,0.2696,0.0819,0.6658,0.4147,0.4946,0.4318,0.1901,0.5956,0.2877,0.2091,0.8384,0.119,0.3074,0.2625,0.3901,0.3152,0.2998,0.1718,0.1738,0.1652,0.1052,0.6445,0.4076,0.2926,0.3324,0.3096,0.2858,0.347,0.7675,0.4453,0.5445,0.3188,0.6095,0.1129,0.3661,0.611,0.2098,0.3418,0.2238,0.2582,0.1561,0.7106,1.5315,0.2045,1.0089,0.3081,0.3712,0.5029,2.0453,0.3672,1.8264,1.2316,0.8744,0.9324,2.3075,0.7064,1.8184,0.7264,1.4053,0.5559,0.8977,0.2108
"811920",0.6073,1.6609,4.1881,0.8708,2.0349,2.634,4.013,1.2634,0.4739,1.5092,0.6391,1.81,0.7339,1.5707,0.115,0.1453,1.3551,0.622,0.5645,0.3483,0.4488,0.4989,0.6471,0.299,0.1665,0.2189,0.1602,0.1163,0.3577,0.3259,0.2325,0.5079,0.1888,0.6697,0.3407,1.4342,0.2105,0.677,0.7434,0.9051,0.2868,0.3252,0.4328,0.351,0.3686,0.1978,0.3785,0.3492,0.3138,0.1864,0.2964,0.0824,1.0664,0.2752,1.5277,1.6756,0.8286,0.5537,1.6785,0.3546,0.4612,0.8847,1.0361,0.3084
"753587",0.712,0.4357,0.7117,0.7854,1.6928,2.9881,1.041,1.7513,1.5126,1.7359,2.0446,1.9426,0.7533,0.36,0.0677,0.1261,0.4569,0.8681,0.8181,0.6078,0.0744,0.4584,0.4008,1.4792,1.2609,0.8198,0.4266,0.2586,0.488,0.6473,0.6615,0.1779,0.4127,0.3865,0.4689,0.2344,0.8453,0.6513,0.2724,0.5974,0.8783,0.4354,0.2822,0.309,0.4008,0.5693,0.6406,0.2517,0.2206,0.2883,0.1698,0.3691,0.6836,0.2887,0.1798,0.118,1.0496,0.5998,0.8114,0.5296,0.6703,0.1727,0.5831,0.1491
"812105",0.1831,0.9324,0.2683,0.6081,0.2854,0.3732,0.4885,0.5303,0.1999,0.2173,0.1353,0.4031,0.6329,1.5151,0.7504,1.4635,0.437,0.8376,0.81,0.8579,2.0774,1.6721,0.9227,0.1458,0.7374,0.2586,0.1561,0.1011,0.2187,0.2607,0.196,4.0021,3.0807,3.806,2.2816,5.9451,1.8712,3.4142,3.507,3.0138,2.3583,3.9043,2.8745,0.8622,0.5306,0.4153,2.0277,1.105,1.823,0.8602,0.6992,0.9223,0.6787,0.8501,0.4481,0.4317,0.3335,0.167,0.2994,0.6356,0.4747,1.0611,0.7529,0.2495
"144932",0.7475,0.8695,0.8543,0.7097,1.4966,1.0783,0.5315,1.1907,0.8037,0.6306,0.2992,0.4968,1.077,1.1567,0.4758,0.7518,1.5407,1.3431,1.1984,0.4717,0.8079,1.4238,1.5751,0.4767,0.5174,0.2296,0.4314,0.8136,0.2679,0.5425,1.0204,1.1906,1.0768,7.6863,2.3168,2.2246,1.7138,2.9569,2.0155,1.1123,3.7575,4.5239,5.4576,5.3061,2.6709,3.7467,1.979,2.4012,3.4173,1.7134,0.3697,3.8244,1.0856,4.6415,1.5454,3.145,2.5946,2.5564,1.177,1.2686,1.0967,1.5368,0.5246,0.2256
"212640",0.6025,0.5131,0.5446,0.2512,1.8587,1.4198,1.8262,2.2308,1.7127,0.9365,2.2007,1.9606,2.0573,1.3641,0.4556,0.3633,1.2662,1.8298,1.6621,0.2342,0.032,0.8359,0.1196,0.7192,0.4367,1.0588,0.7907,0.1964,0.454,0.6042,0.6518,0.38,0.1475,0.2781,0.0973,0.0693,0.0834,0.1929,0.2703,0.1751,0.1578,0.1115,0.1288,0.2524,0.5058,0.2225,0.2306,0.3284,0.4296,0.2066,1.2417,0.1642,0.7386,0.3361,0.3387,0.2627,0.8346,0.374,1.817,1.0748,0.6437,0.337,0.3758,0.1951
"770868",1.5082,0.6696,1.2523,0.9312,1.2827,1.5761,1.6299,1.5898,2.1079,0.987,1.1016,1.4037,0.477,0.7968,2.0827,1.0906,0.4547,1.5606,1.3991,1.1768,0.757,0.7702,0.7266,0.2019,0.3369,0.2414,0.4018,0.2684,0.329,0.3799,0.4117,0.5222,0.7475,0.3029,0.2085,0.3829,0.4252,0.5238,0.3955,1.0731,0.2533,0.1932,0.1036,0.1169,0.4304,0.2876,0.1765,0.3114,0.4656,1.0192,1.1327,0.3528,0.7939,0.5527,1.0935,1.555,0.0485,0.6288,0.7814,0.4868,0.5885,0.3486,1.1172,1.4637
"134748",0.2991,0.2054,0.206,0.5581,0.3242,0.7396,0.3282,0.3735,0.2482,0.2786,0.1882,0.2066,0.2693,0.3624,0.5209,0.6514,0.6516,0.2358,0.229,1.0523,0.2068,0.6,0.5757,0.7253,0.5867,0.455,0.7715,0.5103,0.5231,0.6695,0.8596,0.8,1.5722,1.6455,1.2146,0.8785,1.687,1.1722,1.2784,1.0406,0.9779,1.2068,1.3836,0.6332,0.4709,0.3625,0.509,1.0669,1.074,0.5012,0.7654,0.7628,0.9593,0.9217,0.6701,0.3055,0.4388,0.6567,0.4375,0.5717,0.3658,0.3546,0.138,0.1354
"768443",0.2655,0.3354,0.1796,0.309,1.7428,0.167,0.3124,0.3828,0.3741,3.2915,0.1986,0.1314,0.1454,1.4764,0.1222,2.6915,0.5149,0.6426,0.6373,0.132,0.805,0.8605,0.7715,0.0807,1.5777,0.0725,0.0733,0.567,1.1653,0.6188,1.4626,0.0911,0.0925,0.131,0.1494,0.581,0.1475,0.0581,0.0867,0.071,0.0309,0.2524,0.0735,0.2079,0.19,0.1079,0.2262,1.8595,1.1526,0.5073,0.087,0.4725,0.1562,0.9728,0.1823,0.4355,0.0066,0.4212,0.208,0.3799,0.4307,0.5568,0.0722,0.225
"563673",3.3513,0.8368,5.0985,1.5448,1.1996,0.9558,1.9364,2.7519,4.5954,0.8698,2.6347,8.5827,0.536,0.7088,3.7707,1.2991,0.9595,0.7537,0.7369,1.0689,0.8756,0.4248,0.871,0.1081,0.1314,0.1012,0.0843,0.0733,0.0904,0.0616,0.102,2.2303,1.1801,0.7093,1.0813,1.7567,0.9997,1.1833,1.127,1.0827,0.494,0.6034,1.4541,1.0948,0.5508,0.2321,0.4087,0.9927,1.1651,0.7258,2.1073,0.5448,0.768,1.4589,1.5608,1.3831,0.438,0.1259,0.9614,0.7348,0.5727,0.7109,0.995,0.3552
"784593",0.2243,0.1698,0.1857,0.2785,0.3439,0.2374,0.3216,0.3095,0.0983,0.4125,0.1343,0.162,0.2299,0.0712,0.17,0.1595,0.2738,0.0677,0.066,0.2624,0.3301,0.0536,0.0657,0.0676,0.0686,0.0477,0.0726,0.0559,0.0706,0.0633,0.0763,0.4431,0.6539,0.4346,0.8548,0.4544,1.4495,0.8239,0.4459,0.4022,0.629,1.4215,0.4084,0.3925,0.4266,0.2293,1.3062,0.4664,0.1016,0.2098,0.262,0.4513,0.6546,0.373,0.9252,0.3127,1.2132,0.9085,1.1501,0.7041,1.1124,1.1929,1.1256,0.118
"789091",0.8053,0.3479,2.0532,9.5846,0.5587,0.7799,1.4046,0.5049,2.243,0.2452,1.3065,0.8706,0.4918,0.5297,1.6329,1.9857,0.3957,0.5691,0.5197,0.67,0.2089,0.3286,0.1798,0.5026,0.21,0.1641,0.1595,0.0965,0.3188,0.336,0.4719,0.3573,0.1965,0.1732,0.0894,0.1249,0.272,0.2449,0.4951,0.5041,0.2015,0.2239,0.2978,0.0601,0.3194,0.1458,0.0931,0.242,0.3128,0.0958,0.2912,0.0463,0.7201,0.4922,0.5625,0.4562,0.0586,0.111,0.4913,0.4895,0.4353,0.3294,0.0618,0.667
"786084",0.7922,1.0275,0.5982,0.8528,0.3124,0.8423,0.4611,0.5351,0.4658,0.2074,0.5395,0.3977,0.4826,0.7179,1.0543,0.7096,1.4353,0.9408,0.8873,1.5953,1.3835,0.6375,0.5589,2.569,1.1843,1.0506,0.9469,0.4688,0.6226,0.5156,0.9213,2.6908,1.9619,2.4035,2.1932,2.7601,2.4225,3.2052,2.8858,1.7515,3.4362,2.9929,2.2666,2.0979,0.9987,0.6721,1.1646,2.589,2.7464,1.1923,1.2381,1.8692,1.0878,0.7036,1.6742,0.5715,1.0829,0.3829,0.4243,0.6819,0.5721,0.5309,1.1575,0.9189
"815239",3.0273,1.3761,2.2919,0.6874,3.7188,1.2844,3.2554,1.587,3.6569,1.5979,2.0803,4.5315,2.4182,1.5092,0.8192,1.1705,1.105,1.7245,1.6062,0.5082,0.3673,1.5185,1.308,1.8151,0.8673,1.691,1.2639,1.5497,1.699,2.2542,2.142,0.6482,0.5147,0.6925,0.3599,0.1621,0.4121,0.6382,0.3465,0.7223,0.871,0.5592,0.3542,0.8404,0.7113,0.3548,0.9789,0.4229,0.9329,0.7368,0.7399,0.4306,0.5538,1.5016,1.0745,1.2432,1.3834,0.4645,1.0117,1.0097,1.1429,0.5685,1.2807,0.2921
"898218",0.3503,0.4502,0.4114,0.6103,0.7728,0.371,0.3858,0.5055,0.3795,1.2307,0.7764,0.459,1.331,0.1457,0.0701,0.0716,0.283,0.288,0.3141,0.4712,0.1197,0.1159,0.0487,0.3098,0.2642,0.0972,0.0782,0.2349,0.26,0.1328,0.5244,0.2941,1.3301,0.165,1.7706,0.6458,4.379,0.5676,0.4795,0.6107,0.9675,1.6417,0.9902,0.473,0.3408,0.847,2.482,0.2328,0.123,0.0327,0.4039,0.612,0.4672,0.338,0.538,0.5226,1.159,0.9253,1.3122,1.1556,3.4046,1.2357,0.7111,0.5704
"767345",1.6465,0.7208,1.8422,1.4349,1.6468,1.4996,2.2336,1.6304,1.0751,0.2098,1.7073,2.099,0.8561,0.2102,0.4007,0.4556,0.4893,0.4137,0.4025,0.2472,1.2435,0.2062,0.2027,0.1139,0.3185,0.4299,0.3172,0.2398,0.1659,0.2742,0.36,0.428,0.1806,0.3048,0.2303,0.1599,0.0968,0.4902,0.4673,0.7061,0.2383,0.4181,0.3485,0.448,0.7201,0.2492,0.0937,0.3297,0.3973,0.4176,0.6509,0.1793,0.2405,0.977,0.3402,0.5153,0.4286,0.1406,0.4329,0.4686,0.4099,0.3686,0.3811,0.4206
"1475730",0.8009,1.9195,1.7567,1.1329,3.7951,3.5792,7.322,0.9334,0.7644,0.779,8.7839,3.2034,3.5759,0.7192,1.9822,1.7321,1.4311,1.448,1.3969,2.2508,2.1393,1.1116,0.4378,0.9688,0.6269,0.8373,1.0708,1.3462,1.3083,0.8126,1.7872,1.4677,1.1907,0.9615,0.702,0.5007,0.6204,1.0633,0.8754,0.8819,0.9775,0.823,0.7586,0.3649,0.7195,0.3728,0.4447,0.4658,0.5146,0.9465,1.5665,0.843,1.1202,0.8986,0.7372,1.0833,0.7706,0.5079,1.0272,0.7724,1.9453,1.2545,0.6533,0.9788
"1471841",2.3758,3.1766,2.8763,3.7142,0.5545,2.0184,4.1045,4.6194,5.4503,0.7802,2.2417,2.7387,2.0967,4.3854,2.2272,2.327,1.3418,2.7143,3.0151,3.8655,3.0049,2.5024,5.8183,0.9025,1.0421,1.3843,1.6116,1.0024,0.9501,0.9776,0.6896,0.7973,0.8647,1.354,1.1339,2.8182,0.8956,1.7235,0.7178,0.9418,0.6239,0.7149,1.1968,0.2915,0.5985,1.3242,1.0262,0.4145,0.2794,1.0304,1.1701,1.0184,0.8446,1.4481,0.8346,2.8321,0.4512,0.4784,0.6119,0.7479,0.7975,1.7235,1.1232,0.2485
"812965",3.4986,1.8526,3.9444,1.117,3.5512,4.7016,3.3359,3.915,4.3276,2.3976,3.6395,1.7961,2.4226,1.6255,2.9785,5.3408,2.9149,3.516,4.0005,1.6731,2.5961,1.6904,2.0296,2.7915,2.7991,4.1159,6.1989,4.6213,1.7376,3.749,3.5475,0.085,2.2515,0.8852,0.1601,0.0949,3.0425,0.1868,0.161,0.0881,1.462,1.667,0.0985,0.5628,1.9011,0.6796,1.7351,0.1244,0.182,0.3808,0.9691,0.3381,2.3663,0.5082,1.0329,0.6236,3.6633,0.7739,3.2084,0.4947,1.6275,0.8391,1.1988,0.6204
"75254",0.1468,0.1432,0.1598,0.1965,0.2198,0.1129,0.2759,0.1138,0.0404,0.1344,0.0706,0.0705,0.2715,0.2891,0.0856,0.0793,0.2842,0.2987,0.2826,0.4599,0.5553,0.2237,0.4105,0.4192,0.2324,0.1368,0.1359,0.1439,0.3742,0.1354,0.1086,0.5598,0.6407,0.3594,0.7038,0.7923,0.6003,0.9318,0.5077,0.509,0.6009,0.6363,0.3808,0.3409,0.4523,0.5502,1.0128,1.5203,0.4211,0.9949,0.9917,0.5427,0.6449,0.1167,1.3765,0.387,0.5935,0.1893,0.1228,0.4683,0.6147,1.5992,1.9198,1.2072
"760224",0.2773,0.3244,0.1154,0.1575,0.1987,0.2658,0.4759,0.2933,0.1035,0.3219,0.1422,0.1027,0.3868,0.0971,0.0975,0.0646,0.4536,0.1196,0.111,0.2801,0.1439,0.0678,0.0785,0.143,0.1299,0.0457,0.1118,0.1512,0.1796,0.1727,0.1149,0.2171,1.4692,0.2574,0.1671,0.228,2.6654,0.1311,0.2814,0.1999,0.4974,0.1269,0.1529,0.1677,0.4086,0.2167,0.6768,0.251,0.1423,1.0127,1.0224,0.4746,0.0694,0.1447,0.5381,0.2001,0.477,0.2647,0.272,0.4336,0.4817,0.3535,0.4308,0.6359
"207358",0.2552,0.4382,0.185,0.298,0.2306,0.097,0.1765,0.156,0.1096,0.1463,0.1284,0.1167,0.3006,0.8044,0.1791,0.4408,0.4543,0.2647,0.2575,0.3835,0.1787,0.6994,0.4515,1.3968,0.4415,0.5207,0.6168,0.7496,0.4367,0.7381,0.7661,0.5637,2.6079,0.5541,0.964,0.8186,2.245,0.4655,0.5447,0.6616,0.7574,1.0776,0.6515,0.2299,0.4982,0.8234,1.033,0.561,0.4455,0.8475,0.8465,0.3761,0.7213,0.2437,0.4701,0.2032,0.3249,0.2371,0.5521,0.2743,0.7414,0.7457,0.2149,1.3556
"859359",0.1669,0.2514,0.3061,0.1862,0.5385,0.2431,0.2914,0.2735,0.0872,0.3719,0.1434,0.1651,0.1818,0.1354,0.0667,0.2035,0.17,0.1363,0.1312,0.1031,0.0525,0.1149,0.1355,0.0588,0.0499,0.1117,0.0795,0.0788,0.119,0.102,0.0886,0.3778,0.416,0.5464,0.1976,0.3913,0.5446,0.6905,0.3297,0.8753,0.4789,0.2274,0.8352,1.3849,1.373,0.9187,0.8791,0.8226,0.7189,0.7462,0.3792,0.3382,0.6528,0.6917,0.7501,0.6453,1.1948,0.3162,0.9934,0.5946,0.4748,0.4784,2.1999,0.4141
"137535",0.4193,0.3698,0.2298,0.3328,0.2174,0.2626,0.3872,0.8751,0.2569,0.2193,0.2894,0.2285,0.4952,0.1351,0.167,0.2357,0.1179,0.304,0.2865,0.4206,0.0695,0.0823,0.0532,0.6894,0.4224,0.4726,0.6668,0.507,0.3834,0.5238,0.4531,0.9205,0.2634,0.9834,0.8093,0.9659,0.2172,0.5022,1.5332,0.6618,1.0586,1.6235,1.8452,0.4202,0.5512,0.1009,0.19,0.8241,0.5977,0.4394,0.2999,0.6025,0.2333,0.3445,0.3542,0.2686,0.5221,0.2472,0.3553,0.6151,0.6522,0.1665,0.3052,0.4784
"52096",0.1839,0.2343,0.2462,0.3156,0.1281,0.1552,0.316,0.38,0.138,0.706,0.2075,0.1465,0.2798,0.0921,0.1201,0.047,0.0555,0.0975,0.0936,1.1563,0.01,0.0336,0.0543,0.1505,0.1219,0.0565,0.1061,0.0882,0.1091,0.0618,0.0828,0.1169,0.4585,0.5575,0.249,0.7899,0.67,0.3887,0.3646,0.1085,1.5666,2.3013,0.0977,0.095,0.2584,0.244,0.1603,0.1505,0.1575,0.2063,0.316,0.1827,0.0645,0.1959,0.5191,0.2256,1.7694,0.5769,0.8011,0.7689,4.0362,0.1292,1.4669,0.8886
"809694",0.7081,0.541,0.5061,0.8804,0.1809,1.2721,1.7468,1.2394,0.1399,0.2125,0.2556,0.2925,0.948,5.3702,3.554,0.1711,0.2333,2.007,1.663,4.519,2.8684,2.7461,3.3132,0.3301,0.1537,0.1379,0.2142,0.0994,0.1352,0.1103,0.1699,0.4167,0.1854,3.474,0.1716,0.852,0.1277,0.2355,0.6327,2.0298,0.6934,0.4441,0.2843,0.2031,0.4866,0.4848,0.3096,0.3079,0.3399,0.2663,0.0898,0.2089,0.1026,0.1285,0.1978,0.1758,0.4507,0.3547,0.4848,0.4214,1.733,0.476,2.6788,2.0085
"298231",0.5161,0.8754,2.4851,1.6801,0.6824,1.1623,1.3487,1.7237,0.5705,0.9878,2.5144,1.869,1.3877,0.3331,0.0952,0.1295,1.5051,0.1711,0.1587,0.4548,0.1992,0.3448,0.5394,0.467,0.1685,0.1792,0.248,0.0704,0.0701,0.3615,0.1513,0.8427,0.2641,0.26,0.2672,0.2144,0.4338,0.4918,0.4237,0.4498,0.3781,0.4276,0.1714,0.3002,0.3007,0.2637,0.3592,0.2107,0.5133,0.4894,0.5936,0.4105,0.663,0.1538,0.3008,0.3782,0.471,0.394,0.6165,0.6776,0.7055,0.422,0.937,0.4414
"755599",0.4349,0.5599,1.2269,1.2222,2.2249,1.0232,1.2941,2.9632,2.4004,0.9878,0.7759,1.5044,0.4711,3.7801,0.9518,0.9309,0.1802,0.9513,0.8683,0.5449,0.1579,0.7975,0.5278,0.1842,0.5155,0.4936,0.4863,0.0851,0.1134,1.0445,0.1528,0.0762,0.1448,0.1841,0.1744,0.1274,0.1444,0.2933,0.2997,0.0841,0.0467,0.1452,0.365,0.0436,0.14,0.2452,0.699,0.1658,0.0691,0.2612,0.3223,0.1583,0.2935,0.3965,1.0836,0.2695,0.5529,0.3953,0.5399,0.5078,1.0705,0.2345,0.2151,0.4754
